Age,Temperature_C,Heart_Rate_BPM,Respiratory_Rate_BPM,Weight_Change_Percent,Food_Intake_Percent,Stool_Consistency,Activity_Level,Edema,Trunk_Moisture,Mucous_Membrane,Gait_Score,Health_Status,Diagnosis
19,36.6,27,10,0.3,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,38.2,53,13,-3.3,51,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
40,36.4,33,11,0.6,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.7,30,14,0.2,86,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
2,35.9,44,8,-0.4,19,Loose,High,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
39,36.7,28,7,0.9,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.6,25,6,0.4,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,36.7,31,6,0.7,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
19,36.3,32,8,-0.3,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,36.0,37,12,-2.7,38,Loose,High,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
5,36.5,30,5,0.2,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,36.6,27,7,0.4,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.3,28,12,0.1,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,39.8,60,22,-2.4,39,Loose,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
58,36.0,31,7,-0.6,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,39.9,53,21,-1.2,33,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
22,38.8,59,25,-2.6,30,Loose,Low (Lethargic),Mild,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
58,36.4,26,5,0.5,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,36.8,30,9,-0.4,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,37.1,30,12,-2.7,46,Constipated,High,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
59,36.7,26,14,-1.9,85,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
22,38.7,59,23,-2.8,44,Loose,Low (Lethargic),Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
11,36.5,38,8,-1.0,18,Constipated,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
59,36.7,31,12,-0.7,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.7,32,7,0.3,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,39.4,40,15,-1.3,41,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
57,35.7,29,9,-0.4,70,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
29,36.3,32,8,0.9,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,38.3,49,17,-4.7,46,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
3,38.4,46,14,-4.3,46,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
54,38.2,54,14,-4.3,58,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
10,36.3,30,19,-1.1,39,Loose,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
4,36.2,30,9,-1.0,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,39.7,47,16,-1.4,57,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
14,35.5,31,12,-1.0,13,Constipated,Low (Lethargic),None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
60,35.6,38,13,0.4,94,Normal,Moderate,Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
46,36.8,30,8,-0.5,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,38.3,40,24,-4.7,63,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
35,39.6,45,27,-1.3,47,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
53,36.4,33,10,-0.9,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.5,28,7,0.9,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,35.8,30,6,0.4,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,36.5,33,10,-0.9,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,37.4,42,13,-4.3,65,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
49,40.2,43,28,-1.1,54,Normal,Low (Lethargic),Mild,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
29,35.8,50,20,-0.2,41,Loose,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
48,36.1,37,11,0.4,74,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
5,36.3,30,8,0.6,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.3,26,9,-0.1,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.1,28,7,0.8,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.4,29,8,-0.6,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
15,38.1,45,20,-2.8,48,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
45,38.1,38,29,-2.7,60,Normal,Low (Lethargic),None,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
3,40.3,41,18,-2.3,34,Normal,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
45,35.9,30,11,-0.6,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
1,38.3,58,25,-2.2,48,Normal,Low (Lethargic),Mild,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
45,36.4,25,8,-0.2,90,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
40,38.9,52,22,-1.2,45,Loose,Low (Lethargic),None,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
18,38.4,41,22,-2.5,63,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
49,36.7,30,7,-1.8,91,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
7,37.4,43,12,-2.5,69,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
55,36.5,32,6,0.4,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,35.9,30,7,-0.2,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.6,26,9,-0.4,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,37.4,43,11,-1.0,10,Constipated,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
4,36.3,30,11,-0.8,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,36.4,31,6,-0.0,88,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
21,36.2,35,8,-0.9,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,36.4,25,11,-0.2,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.4,26,9,0.5,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,35.6,35,14,-1.0,33,Constipated,High,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
54,36.3,27,6,-0.5,82,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
25,36.3,34,12,1.0,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,36.1,33,10,-0.1,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,35.7,43,16,-1.0,50,Constipated,Moderate,Mild,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
50,36.5,29,9,-0.2,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,36.4,28,8,0.1,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,35.6,48,18,-0.2,21,Loose,Moderate,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
38,37.3,50,18,-2.1,43,Constipated,Moderate,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
52,36.0,28,14,0.5,93,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
49,35.9,26,6,-0.4,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,37.6,57,17,-4.2,41,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
50,36.1,33,12,-0.7,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,36.2,33,10,0.6,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
43,36.3,25,10,-0.9,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.0,28,7,0.9,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,38.3,53,15,-3.6,66,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
11,37.9,47,13,-2.7,48,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
41,36.5,44,13,-4.4,41,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
35,36.4,32,7,-0.4,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.4,25,10,-1.0,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
2,36.7,46,19,-1.1,50,Loose,High,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
4,36.7,31,5,-0.4,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,36.0,26,5,1.0,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,38.3,36,25,-1.9,59,Normal,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
40,37.5,40,13,-0.4,40,Loose,Moderate,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
51,36.1,33,7,0.7,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,36.7,31,11,-0.1,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,37.7,60,24,-4.0,51,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
15,36.6,29,7,0.4,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,40.4,53,16,-2.2,47,Loose,Low (Lethargic),Mild,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
50,37.2,31,12,-1.6,34,Loose,Moderate,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
36,36.3,29,11,0.2,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
2,36.6,27,11,0.5,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,36.9,35,18,-1.8,40,Loose,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
12,36.6,29,5,0.8,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.3,29,7,0.1,72,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
38,36.4,30,12,-0.9,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,36.0,34,7,-0.8,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.6,30,5,-0.7,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,36.2,33,9,0.7,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,36.7,29,5,0.2,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,36.1,32,10,-0.5,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,38.8,47,16,-2.4,45,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
13,36.6,32,5,-0.6,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,35.8,32,9,0.2,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,36.1,33,12,0.8,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,35.9,37,17,-1.1,33,Constipated,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
23,36.2,29,9,0.4,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,35.7,31,20,-1.5,17,Constipated,Low (Lethargic),None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
59,36.8,27,7,0.1,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,38.5,39,29,-2.9,44,Normal,Low (Lethargic),Mild,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
27,39.8,53,28,-2.0,42,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
38,36.6,56,18,-2.5,63,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
20,36.4,29,11,0.9,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,39.2,46,21,-2.4,60,Normal,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
41,36.5,51,16,-2.1,65,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
27,37.9,49,14,-3.6,69,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
35,36.8,33,8,0.3,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,36.8,56,14,-3.9,44,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
8,36.0,32,6,0.7,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,37.4,46,14,-2.7,43,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
37,39.2,46,23,-1.3,44,Normal,Low (Lethargic),None,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
44,36.4,34,5,-0.6,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,36.7,27,12,-0.7,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
34,36.6,30,9,-0.6,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,38.4,50,26,-2.0,55,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
49,36.9,26,10,-0.1,89,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
53,35.5,32,10,0.4,94,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
11,36.3,32,11,-0.8,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,39.4,47,21,-2.6,54,Normal,Low (Lethargic),Mild,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
9,36.5,33,6,-0.8,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,38.3,44,16,-3.1,54,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
10,40.0,57,26,-2.8,37,Loose,Low (Lethargic),Mild,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
48,35.5,26,6,-1.0,87,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
32,37.9,58,12,-2.3,43,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
4,36.1,31,7,0.6,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,36.2,33,7,1.0,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,35.9,49,14,-0.2,38,Loose,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
13,36.8,28,6,-0.4,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,35.9,31,10,1.0,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,37.8,60,14,-3.1,69,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
30,38.5,35,19,-1.8,42,Normal,Low (Lethargic),Mild,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
55,36.8,27,11,-0.6,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,35.9,45,10,-2.9,20,Loose,Moderate,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
55,36.3,39,12,-0.8,74,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
27,35.9,26,9,0.8,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.2,32,8,0.7,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,36.1,33,11,-0.8,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,36.8,33,12,-0.5,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,36.1,32,10,0.5,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.2,31,9,-0.4,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,38.2,56,15,-1.6,32,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
40,36.3,34,5,-0.4,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,36.2,28,12,0.3,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,37.4,56,15,-4.9,49,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
24,36.6,28,10,0.1,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,36.6,31,9,0.2,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,35.9,25,5,0.2,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,36.2,28,12,-0.9,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,35.9,31,8,-0.0,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.4,34,10,0.2,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,36.7,35,7,0.3,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.2,33,8,0.7,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.6,42,14,-0.1,47,Loose,High,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
38,36.1,28,9,-0.6,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,36.7,29,12,0.6,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,35.9,42,17,-2.4,44,Loose,High,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
36,36.4,34,8,-0.8,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,36.3,32,5,-0.1,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,36.5,33,11,0.6,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,36.1,25,5,-0.8,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
6,36.3,46,14,-1.4,27,Constipated,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
43,36.1,33,13,-1.5,79,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
29,36.0,48,18,-0.8,48,Constipated,Low (Lethargic),Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
20,35.9,30,7,-0.1,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.3,26,7,-0.7,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,36.3,29,8,0.9,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,38.2,56,14,-4.7,46,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
52,39.8,46,26,-2.2,51,Normal,Low (Lethargic),None,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
53,36.0,33,14,-0.3,94,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
52,38.1,49,25,-1.9,38,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
28,35.9,28,9,0.5,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,38.2,41,24,-2.1,53,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
53,35.9,27,5,-0.6,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,36.8,33,12,-1.5,85,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
30,36.1,26,12,0.4,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
35,35.7,34,11,-0.6,43,Loose,High,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
38,36.6,28,11,-0.2,76,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
34,37.7,54,24,-4.0,58,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
7,38.2,49,16,-1.5,55,Normal,Low (Lethargic),Mild,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
45,36.2,30,7,-0.9,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.3,26,10,-0.0,75,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
15,38.9,39,25,-2.8,45,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
41,36.7,25,12,0.1,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,36.8,33,5,-0.5,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
1,37.1,55,17,-2.8,49,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
53,36.9,32,12,-1.3,86,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
17,36.2,31,9,0.6,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,36.0,27,8,-0.9,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,36.8,49,18,-2.3,58,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
40,37.3,48,16,-2.4,42,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
49,36.3,26,13,-1.5,72,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
16,35.8,47,10,-0.3,19,Constipated,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
33,36.6,25,8,0.5,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.0,37,6,0.1,78,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
59,36.7,28,7,-0.0,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,36.5,27,9,-0.5,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,36.4,27,7,-0.1,75,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
43,36.0,31,9,0.2,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.9,40,13,-1.9,93,Normal,Low (Lethargic),Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
31,36.6,27,8,0.9,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.1,27,12,-0.5,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,36.7,34,12,-0.4,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,36.1,33,8,0.3,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
31,36.0,41,15,-2.3,48,Constipated,Moderate,Mild,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
49,36.5,40,13,-1.8,70,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
6,36.2,31,11,0.2,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,40.3,52,27,-1.9,46,Normal,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
1,35.9,30,5,0.1,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,39.3,40,28,-2.8,60,Normal,Low (Lethargic),None,Moist,Pale,Normal,Infection,Bacterial/Viral Infection
5,36.3,33,6,0.5,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,36.3,33,11,0.6,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.2,27,6,0.7,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,39.3,48,29,-1.9,40,Normal,Low (Lethargic),Mild,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
52,36.1,30,7,-0.8,80,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
36,35.8,25,12,-0.5,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
34,38.2,52,14,-2.9,42,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
44,36.0,32,10,0.4,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.2,25,6,0.6,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,38.4,35,15,-1.7,44,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
51,36.4,29,12,0.5,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,35.7,33,14,-1.4,71,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
